,gameDuration
164,1532.5
165,193.9
166,1710.3
167,1200.2
168,1251.4
169,1671.2
170,1125.5
171,1494.8
172,1697.1
173,1760.1
174,1782.4
175,2115.9
176,1736.4
177,2128.8
178,1371.2
179,1784.4
180,1677.4
181,1685.5
182,1630.7
183,1940.8
184,1359.8
185,969.8
186,947.8
187,1928.7
188,1056.0
189,1538.0
190,1530.2
191,945.4
192,1988.8
193,1743.6
194,1875.8
195,1369.7
196,1712.2
197,1491.8
198,1026.2
199,1277.5
200,1701.3
201,1856.9
202,1770.3
203,1751.2
204,2033.3
205,1624.5
206,1351.6
207,1921.9
208,1588.2
209,1487.3
210,1261.9
211,1509.9
212,1615.2
213,952.3
214,1453.5
215,1444.1
216,1887.3
217,2087.5
218,1637.6
219,1513.8
220,1676.9
221,1692.4
222,1478.6
223,2097.1
224,2304.2
225,1342.7
226,1978.5
227,961.1
228,768.6
229,1701.5
230,1961.3
231,1655.5
232,944.9
233,1758.9
234,1001.4
235,1581.1
236,1500.4
237,1258.0
238,2589.7
239,1991.1
240,1392.9
241,938.2
242,1385.3
243,1731.1
244,1306.1
245,1910.5
246,2002.4
247,1399.3
248,1271.8
249,2024.5
250,1028.1
251,1708.4
252,1718.4
253,1381.5
254,1538.5
255,2004.2
256,957.6
257,1317.9
258,930.1
259,1150.3
260,1819.4
261,1768.1
262,1773.9
263,1384.4
264,1324.3
265,1726.2
266,1017.9
267,1595.4
268,1717.9
269,1286.1
270,202.3
271,1574.9
272,1398.9
273,1491.2
274,1418.6
275,998.1
276,1460.9
277,1334.9
278,2185.6
279,1855.1
280,1490.9
281,1800.6
282,1835.5
283,1850.9
284,1505.7
285,1486.5
286,1000.7
287,1301.1
288,1219.0
289,1799.1
290,1363.5
291,1263.1
292,1263.8
293,1902.2
294,1786.1
295,1873.2
296,1411.4
297,1871.9
298,1029.2
299,1620.5
300,1896.4
301,3018.6
302,1600.8
303,1479.2
304,2122.7
305,1996.6
306,1865.8
307,1798.2
308,1422.1
309,1635.6
310,1762.9
311,1763.9
312,1568.4
313,1501.6
314,1518.5
315,1283.2
316,1507.5
317,1160.7
318,1714.9
319,1262.4
320,1527.0
321,1871.8
322,1285.1
323,1637.8
324,1523.9
325,976.0
326,1978.2
327,1567.8
328,2062.2
329,1266.6
330,2380.3
331,2126.7
332,1235.3
333,2474.3
334,1543.7
335,2255.5
336,1156.6
337,2189.0
338,954.5
339,1906.0
340,194.2
341,1566.6
342,1976.1
343,1875.7
344,1685.8
345,2225.0
346,1975.6
347,943.8
348,1972.6
349,1399.4
350,1111.9
351,1597.9
352,1291.4
353,1486.5
354,1431.1
355,2041.0
356,1508.6
357,1181.5
358,1470.5
359,1337.1
360,1785.7
361,1729.1
362,2020.2
363,1399.6
364,2012.5
365,1533.7
366,955.6
367,1017.1
368,1339.2
369,1686.3
370,1657.1
371,1634.4
372,1367.8
373,1856.7
374,1824.9
375,1642.8
376,1228.8
377,1466.4
378,1399.6
379,1772.6
380,1153.6
381,2081.9
382,1551.6
383,1807.2
384,933.4
385,746.3
386,1393.2
387,2264.1
388,1540.1
389,1625.7
390,1396.0
391,1666.4
392,1328.5
393,198.7
394,1956.8
395,1328.3
396,1540.7
397,919.0
398,929.4
399,1135.9
400,1056.1
401,1288.1
402,1873.6
403,1569.8
404,2071.7
405,1698.8
406,1977.6
407,1058.0
408,2209.2
409,1809.7
410,801.9
411,1817.6
412,1566.9
413,727.5
414,1830.8
415,1739.5
416,1032.1
417,849.7
418,583.3
419,711.1
420,1692.3
421,1716.2
422,1662.8
423,1953.6
424,1614.9
425,1530.8
426,2238.5
427,1092.2
428,1287.8
429,2129.2
430,845.9
431,1244.9
432,1822.0
433,1174.4
434,1690.2
435,1822.0
436,1624.1
437,1721.3
438,868.4
439,1754.0
440,1260.0
441,2240.4
442,1143.9
443,1353.7
444,2377.2
445,1806.6
446,1940.2
447,1287.3
448,1675.7
449,2000.7
450,1155.3
451,1482.0
452,1608.5
453,1695.6
454,2168.0
455,2461.1
456,1914.0
457,2059.8
458,1481.6
459,2051.3
460,1977.4
461,1357.8
462,1553.9
463,1772.1
464,1914.3
465,2411.4
466,1219.9
467,1916.4
468,2130.5
469,931.3
470,1745.3
471,1515.9
472,1854.2
473,1535.9
474,1054.9
475,1805.6
476,2160.5
477,1997.7
478,1886.8
479,1585.4
480,1481.3
481,1748.5
482,2169.1
483,1861.3
484,2155.5
485,935.7
486,1557.6
487,1325.4
488,1580.3
489,1029.1
490,1464.2
491,1535.0
492,1642.9
493,1503.7
494,977.1
495,2012.5
496,1906.1
497,1428.9
498,1514.7
499,1769.8
500,1262.7
501,2419.0
502,2099.8
503,1301.2
504,2362.0
505,1841.6
506,1334.2
507,1697.5
508,2154.5
509,1705.9
510,1655.7
511,1776.2
512,1004.3
513,2388.9
514,1586.7
515,2290.4
516,2052.9
517,1333.6
518,2708.5
519,2268.2
520,2098.3
521,998.9
522,1838.1
523,2108.9
524,1399.7
525,1337.2
526,1157.1
527,1535.5
528,1535.5
529,1444.0
530,1363.0
531,2303.3
532,1429.6
533,1684.2
534,2108.6
535,1251.2
536,1158.8
537,1876.4
538,1427.4
539,1623.4
540,1841.0
541,1934.8
542,1928.4
543,1917.2
544,928.6
545,1904.2
546,1416.1
547,1370.8
548,1274.3
549,1425.2
550,1780.8
551,2033.6
552,1433.0
553,1874.6
554,1259.1
555,1462.5
556,1713.5
557,1875.6
558,1167.6
559,1620.2
560,1360.9
561,1765.8
562,1705.5
563,1377.6
564,1677.7
565,1282.0
566,1398.3
567,1221.9
568,1815.3
569,2015.9
570,2123.5
571,2314.0
572,1751.7
573,1918.5
574,968.8
575,1962.8
576,1305.7
577,1584.6
578,1894.1
579,2393.8
580,1536.6
581,1587.5
582,1053.6
583,933.2
584,2034.0
585,1713.7
586,2032.3
587,1624.3
588,1953.2
589,1421.0
590,2042.5
591,2314.3
592,1169.3
593,2474.2
594,1977.9
595,194.0
596,1271.4
597,2190.5
598,1593.0
599,1151.6
600,1671.0
601,1629.0
602,1473.2
603,1185.1
604,1533.8
605,1132.7
606,1613.2
607,1832.3
608,1762.0
609,1807.4
610,1430.3
611,1838.0
612,1683.7
613,1028.4
614,1999.9
615,2078.0
616,2006.3
617,1496.4
618,1886.1
619,2210.5
620,1263.5
621,2084.5
622,2051.1
623,2354.9
624,1462.2
625,1518.1
626,1381.1
627,924.7
628,1617.4
629,2001.6
630,1329.4
631,1651.0
632,1821.2
633,1559.1
634,1632.1
635,2326.5
636,1935.6
637,1515.3
638,1240.7
639,1390.4
640,1386.4
641,946.1
642,1558.5
643,1745.1
644,2065.5
645,1862.4
646,1939.9
647,2102.7
648,1830.7
649,1579.8
650,1983.7
651,1256.1
652,1957.2
653,1363.5
654,1451.9
655,1499.1
656,1352.2
657,2029.6
658,1886.8
659,1012.3
660,1770.6
661,2116.1
662,1980.0
663,2013.6
664,2153.1
665,1541.1
666,1736.4
667,1096.2
668,937.9
669,2000.8
670,1856.5
671,2335.6
672,2242.7
673,1859.6
674,2486.7
675,2577.6
676,1307.6
677,2346.9
678,1803.8
679,1183.0
680,1723.9
681,1510.0
682,1876.3
683,1179.6
684,1637.2
685,1639.8
686,1648.1
687,1805.3
688,1328.5
689,1456.9
690,1726.6
691,1712.1
692,2421.2
693,1832.8
694,1101.3
695,2027.6
696,1055.8
697,1786.5
698,1645.1
699,2295.2
700,1256.0
701,1233.3
702,2107.5
703,1557.7
704,1246.6
705,1917.0
706,1600.5
707,1724.5
708,1715.1
709,1380.3
710,2131.7
711,1533.4
712,2470.3
713,2053.0
714,1607.5
715,1719.2
716,1427.5
717,1465.1
718,1551.4
719,1598.2
720,1293.3
721,2371.3
722,1539.0
723,1926.7
724,2018.4
725,1272.4
726,1040.1
727,1845.7
728,1551.1
729,2588.7
730,1144.4
731,1108.4
732,932.1
733,933.4
734,946.3
735,978.5
736,1781.9
737,951.1
738,2024.0
739,1834.4
740,941.0
741,1040.8
742,1927.0
743,2521.8
744,1990.1
745,1869.2
746,1835.8
747,1518.7
748,1301.6
749,1945.7
750,1781.1
751,1483.4
752,1423.6
753,1462.9
754,956.9
755,1206.1
756,1911.5
757,1441.9
758,1252.0
759,815.7
760,2498.9
761,1213.0
762,1289.2
763,1697.1
764,1897.7
765,1495.6
766,2115.0
767,936.6
768,2256.0
769,1466.5
770,1478.0
771,928.4
772,1462.8
773,1852.9
774,2187.6
775,1558.3
776,1686.9
777,1688.0
778,1190.7
779,1342.8
780,1376.2
781,921.7
782,1330.7
783,1920.9
784,1386.5
785,1880.6
786,1658.2
787,194.7
788,1224.0
789,1763.8
790,1161.4
791,1290.3
792,1887.5
793,1944.5
794,2491.2
795,1734.8
796,968.5
797,2348.0
798,2531.6
799,1722.1
800,1257.6
801,2211.4
802,742.7
803,1774.9
804,1909.0
805,2088.8
806,1895.2
807,1764.0
808,1780.0
809,1477.2
810,2158.4
811,1312.8
812,930.6
813,1365.8
814,1288.9
815,1554.8
816,1208.1
817,2138.0
818,1751.0
819,1274.0
820,1834.9
821,1368.2
822,1679.6
823,2684.2
824,1529.9
825,1897.6
826,2018.3
827,1709.9
828,1980.5
829,2083.7
830,1517.5
831,1826.2
832,1397.7
833,1399.2
834,1491.2
835,1052.2
836,1458.6
837,1319.5
838,1271.4
839,1676.8
840,1558.8
841,1579.9
842,2678.8
843,1888.2
844,1802.7
845,1473.9
846,1991.0
847,1219.3
848,1475.8
849,944.5
850,944.5
851,1744.9
852,1555.0
853,932.6
854,1725.6
855,1595.8
856,1402.1
857,1593.8
858,1701.8
859,1903.4
860,1855.2
861,1740.9
862,1882.4
863,967.3
864,2111.6
865,1501.9
866,2191.3
867,1771.7
868,935.6
869,2073.3
870,1881.9
871,200.1
872,1511.6
873,1993.5
874,1528.5
875,1464.6
876,1750.2
877,1506.4
878,1879.9
879,2064.4
880,1580.5
881,1681.4
882,1996.6
883,2261.7
884,1766.9
885,1250.8
886,2172.0
887,1397.3
888,975.8
889,1748.1
890,1556.1
891,1645.6
892,2031.9
893,1475.3
894,1602.8
895,1371.4
896,2128.6
897,194.3
898,1796.4
899,1828.9
900,1328.5
901,1738.2
902,1603.8
903,1808.8
904,1504.6
905,1839.1
906,2020.0
907,1577.8
908,999.7
909,983.0
910,1661.9
911,945.7
912,1071.6
913,1349.6
914,906.9
915,1612.0
916,1000.4
917,938.2
918,1402.2
919,1016.5
920,1291.9
921,1261.0
922,1393.2
923,1506.4
924,1836.3
925,1955.4
926,1393.0
927,1235.8
928,1701.1
929,1276.9
930,1897.0
931,1275.1
932,1892.6
933,1529.1
934,1492.4
935,965.5
936,1548.3
937,2488.0
938,1267.1
939,1420.8
940,1713.2
941,2227.7
942,1415.8
943,1814.7
944,1381.1
945,2314.2
946,2628.1
947,2330.4
948,1758.5
949,1243.1
950,1263.4
951,1691.0
952,1208.1
953,2086.1
954,1182.5
955,2073.4
956,1671.0
957,1395.3
958,1002.5
959,1858.1
960,1894.1
961,1967.1
962,1725.9
963,1633.8
964,1511.8
965,2026.5
966,1722.4
967,1441.6
968,1656.8
969,1769.0
970,1805.8
971,1493.1
972,1289.9
973,1859.8
974,1635.1
975,2027.1
976,975.3
977,2024.7
978,1080.7
979,1818.9
980,1851.6
981,2084.0
982,1557.8
983,1731.9
984,1731.4
985,1055.2
986,1593.8
987,1880.3
988,2000.5
989,1410.1
990,1501.6
991,1397.6
992,1772.8
993,1422.3
994,924.7
995,197.3
996,2163.8
997,1349.0
998,931.7
999,1541.6
1000,1398.2
1001,1763.0
1002,1318.4
1003,1630.6
1004,2004.0
1005,1133.0
1006,2688.7
1007,1760.5
1008,1617.4
1009,1623.9
1010,1520.4
1011,1685.1
1012,1478.2
1013,2233.8
1014,1654.4
1015,1584.5
1016,981.3
1017,1373.3
1018,1304.4
1019,2232.3
1020,1367.2
1021,1447.0
1022,1856.3
1023,1938.5
1024,1609.0
1025,2302.3
1026,1889.2
1027,1285.5
1028,2315.8
1029,1429.9
1030,1669.7
1031,1856.1
1032,1532.4
1033,2088.6
1034,1872.7
1035,1470.3
1036,195.1
1037,1448.2
1038,1252.3
1039,1385.2
1040,1735.4
1041,1583.0
1042,1934.7
1043,1095.8
1044,1227.4
1045,2265.7
1046,936.5
1047,952.6
1048,197.3
1049,1396.5
1050,1758.5
1051,929.6
1052,1344.2
1053,1760.1
1054,2142.5
1055,1579.2
1056,1518.1
1057,1621.2
1058,1960.7
1059,1185.3
1060,1355.2
1061,2035.2
1062,1393.1
1063,1751.3
1064,2078.7
1065,2773.2
1066,2137.1
1067,1830.1
1068,200.6
1069,1640.8
1070,1563.0
1071,1773.8
1072,1211.8
1073,2485.0
1074,1538.1
1075,2252.0
1076,1412.8
1077,916.3
1078,1615.9
1079,1418.7
1080,1052.2
1081,1570.8
1082,1701.8
1083,1379.7
1084,941.2
1085,1268.5
1086,1513.0
1087,2469.3
1088,1151.5
1089,1315.6
1090,1769.7
1091,1458.1
1092,1697.5
1093,1714.0
1094,1743.0
1095,1189.2
1096,966.4
1097,1886.3
1098,935.4
1099,911.8
1100,2036.7
1101,1560.1
1102,2214.7
1103,1559.8
1104,1562.6
1105,957.2
1106,1399.9
1107,1278.8
1108,1679.0
1109,1115.2
1110,2201.5
1111,886.2
1112,1977.1
1113,1903.5
1114,1847.2
1115,1416.0
1116,1815.8
1117,1694.2
1118,1472.4
1119,1882.3
1120,1687.5
1121,1752.8
1122,957.9
1123,1766.1
1124,1497.7
1125,1189.4
1126,1902.3
1127,1376.8
1128,1544.5
1129,1503.5
1130,2099.3
1131,1837.2
1132,1037.1
1133,1823.5
1134,2165.5
1135,1517.9
1136,2445.9
1137,1755.2
1138,1980.2
1139,1004.9
1140,1523.4
1141,1745.0
1142,1507.1
1143,1261.0
1144,1557.5
1145,999.7
1146,1759.6
1147,1881.2
1148,1761.8
1149,1711.3
1150,1441.8
1151,2021.1
1152,1833.2
1153,2018.2
1154,2434.2
1155,2029.8
1156,1683.5
1157,988.8
1158,1394.4
1159,1497.3
1160,1686.8
1161,954.5
1162,959.2
1163,2006.7
1164,1781.7
1165,1346.6
1166,1628.8
1167,1469.7
1168,1395.7
1169,1432.8
1170,1610.8
1171,1935.6
1172,2134.9
1173,1023.6
1174,1765.5
1175,1160.3
1176,1715.2
1177,2047.1
1178,1404.6
1179,1442.6
1180,2545.0
1181,1917.9
1182,1957.8
1183,1584.0
1184,1957.0
1185,1770.5
1186,954.3
1187,1294.4
1188,1796.4
1189,1820.3
1190,1783.0
1191,2027.4
1192,1454.6
1193,1802.6
1194,1026.7
1195,994.4
1196,1258.0
1197,1548.6
1198,1317.4
1199,1109.8
1200,2493.2
1201,948.5
1202,1309.7
1203,2116.8
1204,1877.7
1205,1979.4
1206,1650.9
1207,1827.5
1208,1752.0
1209,1057.5
1210,1580.4
1211,1237.1
1212,1633.7
1213,1978.5
1214,2163.3
1215,1549.9
1216,1547.6
1217,1484.6
1218,1637.8
1219,2132.1
1220,1616.3
1221,1936.5
1222,1524.6
1223,959.2
1224,1168.7
1225,1816.8
1226,1838.6
1227,1076.2
1228,2543.6
1229,1398.5
1230,1841.8
1231,1774.3
1232,1730.4
1233,1221.8
1234,1821.2
1235,1699.9
1236,1458.6
1237,2064.8
1238,865.8
1239,1433.8
1240,1594.4
1241,1364.2
1242,1659.1
1243,1373.0
1244,2399.6
1245,1584.1
1246,1607.1
1247,1513.3
1248,1878.5
1249,1304.5
1250,1395.4
1251,1662.7
1252,1475.7
1253,2033.2
1254,1392.6
1255,1288.4
1256,2390.6
1257,1498.1
1258,1222.1
1259,1415.9
1260,1415.8
1261,1699.5
1262,1555.9
1263,1901.2
1264,1598.3
1265,1691.5
1266,1818.5
1267,1355.7
1268,1949.3
1269,1340.8
1270,2656.0
1271,1843.3
1272,1593.3
1273,1632.5
1274,911.2
1275,1742.2
1276,1840.6
1277,949.9
1278,1861.5
1279,1002.8
1280,1178.2
1281,1195.2
1282,1841.5
1283,1950.1
1284,1291.4
1285,1908.5
1286,2356.4
1287,1908.2
1288,2856.1
1289,1697.0
1290,1583.2
1291,2068.6
1292,1600.9
1293,1498.9
1294,1642.4
1295,2098.9
1296,922.7
1297,1883.2
1298,1551.0
1299,1712.0
1300,1210.6
1301,1681.1
1302,1347.9
1303,1913.2
1304,1673.8
1305,1591.8
1306,2207.8
1307,1803.6
1308,1362.4
1309,1156.2
1310,1049.8
1311,1830.4
1312,1505.9
1313,1318.1
1314,1978.0
1315,1006.9
1316,1560.6
1317,1281.3
1318,2203.0
1319,1842.8
1320,2119.3
1321,1945.0
1322,1480.7
1323,1608.1
1324,1973.5
1325,1444.7
1326,1354.6
1327,1176.8
1328,1546.0
1329,2305.8
1330,1723.7
1331,1815.2
1332,1730.4
1333,1210.8
1334,1337.5
1335,2123.0
1336,1906.0
1337,1428.9
1338,1679.0
1339,945.0
1340,1799.9
1341,1694.2
1342,1748.0
1343,2513.1
1344,2404.2
1345,1988.8
1346,1563.2
1347,1682.9
1348,1262.0
1349,1526.5
1350,1518.6
1351,1521.6
1352,1271.7
1353,1617.1
1354,2148.7
1355,1373.1
1356,1393.2
1357,1999.7
1358,1318.0
1359,1216.0
1360,1515.3
1361,1732.0
1362,1992.5
1363,1033.9
1364,834.0
1365,1084.2
1366,1174.7
1367,1824.9
1368,1986.0
1369,1192.8
1370,1387.1
1371,2076.1
1372,2212.5
1373,835.7
1374,1288.3
1375,1081.9
1376,1312.6
1377,934.2
1378,2516.8
1379,1471.6
1380,1948.6
1381,2006.0
1382,1399.6
1383,2204.8
1384,1639.1
1385,1715.6
1386,1728.7
1387,1499.1
1388,1926.0
1389,1905.5
1390,2476.2
1391,1254.8
1392,2178.2
1393,1171.8
1394,2381.8
1395,1696.9
1396,1575.7
1397,2099.5
1398,1773.2
1399,1226.3
1400,1890.2
1401,1253.3
1402,1380.0
1403,1584.3
1404,1663.9
1405,1603.6
1406,1263.8
1407,1873.3
1408,2198.0
1409,1507.1
1410,1749.4
1411,2077.2
1412,1519.2
1413,1871.2
1414,1516.1
1415,1612.2
1416,2194.3
1417,1548.1
1418,1702.5
1419,929.4
1420,2175.7
1421,1931.4
1422,1969.4
1423,1208.9
1424,1507.4
1425,1067.1
1426,954.9
1427,1433.6
1428,1505.8
1429,1920.0
1430,2049.9
1431,945.1
1432,923.1
1433,1734.9
1434,699.0
1435,935.9
1436,1425.5
1437,1288.9
1438,938.2
1439,1992.6
1440,2366.1
1441,1390.4
1442,2289.8
1443,2398.4
1444,1786.1
1445,1971.2
1446,1749.3
1447,1596.2
1448,1037.9
1449,2040.6
1450,1832.5
1451,1810.6
1452,1254.2
1453,1251.4
1454,1892.1
1455,1481.5
1456,1940.8
1457,1136.1
1458,1448.1
1459,1577.8
1460,1292.6
1461,1549.1
1462,1247.9
1463,1367.7
1464,1268.3
1465,2512.7
1466,199.9
1467,1016.5
1468,1963.9
1469,1533.2
1470,1232.6
1471,1613.3
1472,1998.9
1473,1655.5
1474,1911.0
1475,1299.2
1476,2366.9
1477,1914.6
1478,2280.4
1479,1240.3
1480,2110.8
1481,1586.4
1482,938.7
1483,1473.6
1484,1097.3
1485,1160.6
1486,1711.8
1487,1132.3
1488,1407.8
1489,194.2
1490,1766.1
1491,915.5
1492,1968.7
1493,2196.8
1494,948.1
1495,1313.8
1496,1708.6
1497,1898.0
1498,2259.8
1499,2016.8
1500,1674.3
1501,946.0
1502,1250.9
1503,2086.4
1504,957.5
1505,1167.5
1506,2512.7
1507,1877.4
1508,2159.0
1509,556.0
1510,1579.7
1511,1541.4
1512,1665.2
1513,1132.6
1514,911.7
1515,1268.7
1516,1013.1
1517,893.0
1518,2285.4
1519,1627.9
1520,1378.7
1521,1643.5
1522,1553.3
1523,1861.5
1524,1980.7
1525,1493.9
1526,1306.5
1527,1258.8
1528,1536.7
1529,953.0
1530,2372.5
1531,1719.4
1532,1323.2
1533,1649.5
1534,2079.1
1535,1296.5
1536,946.8
1537,1521.4
1538,2053.4
1539,1777.1
1540,1485.4
1541,1468.1
1542,1839.0
1543,1140.6
1544,1040.8
1545,1754.4
1546,2208.0
1547,2157.5
1548,1287.1
1549,2076.5
1550,1645.9
1551,1482.6
1552,2204.0
1553,940.2
1554,1311.4
1555,936.8
1556,1827.5
1557,1604.2
1558,988.2
1559,2056.3
1560,1341.3
1561,1512.1
1562,1857.2
1563,1990.5
1564,1396.4
1565,1740.6
1566,2493.3
1567,1473.2
1568,1903.7
1569,1416.3
1570,1679.2
1571,1752.4
1572,2155.4
1573,1344.5
1574,2034.9
1575,1442.7
1576,1882.8
1577,940.6
1578,1424.0
1579,974.7
1580,2091.4
1581,1893.5
1582,1531.2
1583,1390.7
1584,2154.6
1585,1754.4
1586,1769.1
1587,1402.7
1588,1700.1
1589,1662.7
1590,1292.3
1591,1253.6
1592,2188.0
1593,1369.3
1594,1250.6
1595,1385.4
1596,1523.8
1597,1486.8
1598,1464.7
1599,1624.3
1600,2003.2
1601,1812.1
1602,1963.1
1603,921.9
1604,1191.7
1605,2771.3
1606,1389.7
1607,1952.0
1608,1817.2
1609,1034.0
1610,1378.2
1611,1604.1
1612,1991.5
1613,2038.9
1614,1592.2
1615,1127.0
1616,1728.1
1617,1213.6
1618,1193.9
1619,1201.9
1620,2169.1
1621,2023.6
1622,1870.3
1623,1889.2
1624,959.7
1625,1648.9
1626,1770.4
1627,199.5
1628,1150.6
1629,1502.7
1630,1393.2
1631,1889.2
1632,1842.3
1633,1659.4
1634,2353.2
1635,1498.1
1636,2109.3
1637,1391.9
1638,1694.0
1639,1959.2
1640,1060.8
1641,1891.5
1642,1427.9
1643,1298.4
1644,1667.1
1645,1847.1
1646,1429.6
1647,1605.2
1648,1523.0
1649,1709.8
1650,1900.3
1651,1923.1
1652,1160.9
1653,1566.9
1654,1580.2
1655,941.9
1656,2407.2
1657,1388.7
1658,2204.7
1659,967.3
1660,1800.9
1661,2140.0
1662,2195.2
1663,2376.1
1664,1312.1
1665,1605.2
1666,1539.7
1667,1226.3
1668,1866.6
1669,1693.4
1670,1473.4
1671,1794.6
1672,1870.0
1673,775.0
1674,984.9
1675,203.5
1676,2082.7
1677,1679.0
1678,2472.5
1679,1858.4
1680,1609.5
1681,1982.4
1682,975.0
1683,1551.2
1684,1354.7
1685,1611.7
1686,2095.2
1687,2027.2
1688,955.4
1689,195.2
1690,2236.2
1691,1722.1
1692,1242.9
1693,195.3
1694,1910.4
1695,2031.3
1696,987.5
1697,1951.7
1698,1582.8
1699,1831.7
1700,2214.2
1701,965.3
1702,2110.3
1703,924.5
1704,196.6
1705,2007.8
1706,2934.7
1707,2451.2
1708,1780.0
1709,986.9
1710,1438.6
1711,1168.3
1712,1736.1
1713,1642.7
1714,1761.3
1715,1073.2
1716,1235.8
1717,196.9
1718,1008.6
1719,1642.5
1720,2115.2
1721,1077.2
1722,1847.1
1723,1962.7
1724,1787.3
1725,1598.7
1726,1030.0
1727,2071.5
1728,1391.9
1729,1314.8
1730,935.5
1731,1706.6
1732,1344.8
1733,1616.3
1734,1903.0
1735,1922.2
1736,1983.1
1737,1511.9
1738,1833.1
1739,948.4
1740,2318.4
1741,1347.6
1742,1755.4
1743,1590.8
1744,2858.4
1745,1229.3
1746,1966.2
1747,1095.1
1748,2009.5
1749,1918.0
1750,1846.2
1751,1843.9
1752,1393.5
1753,2281.0
1754,1792.2
1755,1266.7
1756,1200.7
1757,1567.1
1758,1714.9
1759,1481.2
1760,1363.9
1761,2293.4
1762,2087.0
1763,1639.9
1764,195.2
1765,1327.7
1766,1394.8
1767,1637.3
1768,1421.4
1769,1560.9
1770,1576.7
1771,965.2
1772,2230.9
1773,2333.9
1774,2092.8
1775,1553.1
1776,1694.5
1777,1012.0
1778,1665.2
1779,1313.9
1780,1843.6
1781,1913.1
1782,1775.3
1783,2450.5
1784,1141.6
1785,1577.4
1786,1614.6
1787,1347.6
1788,948.6
1789,2092.0
1790,2009.2
1791,1671.7
1792,1545.5
1793,2017.5
1794,1573.4
1795,1230.3
1796,1907.9
1797,1385.3
1798,1394.6
1799,1968.5
1800,1378.8
1801,1316.2
1802,1325.8
1803,1724.1
1804,1493.1
1805,1353.2
1806,1474.6
1807,2066.5
1808,1854.9
1809,1184.0
1810,1985.3
1811,1416.0
1812,1533.9
1813,1420.2
1814,1342.7
1815,1578.1
1816,1603.8
1817,2388.0
1818,1671.5
1819,1788.9
1820,2098.6
1821,2140.0
1822,2338.2
1823,1662.6
1824,2110.7
1825,1363.1
1826,1199.6
1827,1507.3
1828,1687.6
1829,2008.9
1830,2425.1
1831,907.6
1832,2588.0
1833,1999.9
1834,1155.6
1835,2228.7
1836,2465.2
1837,196.9
1838,1977.7
1839,1176.3
1840,1599.2
1841,195.1
1842,1695.3
1843,2077.0
1844,2141.6
1845,1886.7
1846,1295.7
1847,2129.3
1848,2032.2
1849,1408.7
1850,771.0
1851,2135.9
1852,1467.4
1853,1621.3
1854,1888.6
1855,1710.8
1856,1756.0
1857,942.9
1858,1955.2
1859,1799.8
1860,1732.6
1861,1791.6
1862,2102.9
1863,2621.1
1864,1186.1
1865,1755.1
1866,1436.0
1867,1368.2
1868,1202.3
1869,1409.6
1870,1066.7
1871,1908.9
1872,1908.8
1873,1815.9
1874,2140.1
1875,1259.2
1876,1607.0
1877,2239.7
1878,1851.2
1879,1647.6
1880,2668.3
1881,1742.6
1882,1464.2
1883,2368.8
1884,1809.6
1885,1606.4
1886,2362.6
1887,2350.7
1888,1345.4
1889,1283.4
1890,1490.6
1891,1579.9
1892,2122.8
1893,1971.7
1894,1068.7
