,gameDuration
280,1476.1182450536046
281,1789.6407313625539
282,1840.2871293929988
283,1844.290620744803
284,1480.895645514308
285,1471.0134215083674
286,1018.8123760317172
287,1330.489386773292
288,1190.352306592666
289,1806.994154842865
290,1372.2655957863567
291,1268.8296668085156
292,1254.3932853540546
293,1911.3081730019567
294,1788.1226788797135
295,1849.841930314405
296,1405.2013815169987
297,1874.0861214374127
298,1052.9239082931865
299,1625.3189915288356
300,1906.1587008542829
301,2980.6719670905645
302,1610.1533495679118
303,1477.7702433437544
304,2103.0739204666297
305,1985.008132757103
306,1841.5075245262626
307,1785.4139969985672
308,1404.993021372295
309,1634.2933606185677
310,1787.2892383008993
311,1787.5124813130817
312,1558.4502679464704
313,1505.958394348651
314,1548.1364407836438
315,1253.9616821971686
316,1515.8108526196338
317,1141.610915599511
318,1706.222259143734
319,1260.5250267553308
320,1499.8266529473744
321,1873.5056896057386
322,1275.0655882821438
323,1615.2432902456703
324,1507.4317982290547
325,999.9409000685658
326,1985.4397359139891
327,1554.0002905703013
328,2094.7246318110083
329,1244.1241067936646
330,2364.164064647675
331,2088.3249987951135
332,1248.0383009405957
333,2475.368850449463
334,1553.3603272687117
335,2240.398138693758
336,1140.6732949483448
337,2187.861616493502
338,978.881642586027
339,1907.0219071680547
340,270.9334023532304
341,1528.773830193691
342,1989.1009213137802
343,1908.3167166387127
344,1719.4977769348468
345,2190.7042441819576
346,1969.2322932295476
347,982.8553682028736
348,1935.9393186794136
349,1400.4090981888166
350,1083.5379666971317
351,1596.4759943548709
352,1301.2892007798353
353,1472.9928428830513
354,1416.3486492586394
355,2024.2691371662463
356,1526.9878860962322
357,1173.3411890643679
358,1465.7151206859053
359,1315.9041766440425
360,1770.977615544106
361,1696.459098077624
362,1996.8102466678122
363,1380.5553529720628
364,2035.669413655027
365,1562.9597767925545
366,981.7838017443981
367,1034.6477470291882
368,1354.019200257316
369,1732.0886828219336
370,1687.6335576626802
371,1646.6312577585145
372,1345.98245181875
373,1873.7884640878362
374,1839.4388059467058
375,1648.4172018559736
376,1216.3824418131328
377,1457.5593093075086
378,1397.2390474158267
379,1785.5479428058766
380,1152.6540032688
381,2118.5669855120877
382,1580.7596862972305
383,1793.6888713167946
384,920.8979908885208
385,737.0648117900616
386,1393.533213413599
387,2261.7550535258733
388,1553.1222013890506
389,1669.9675939653137
390,1386.1959597465377
391,1682.513851249964
392,1294.3686674021812
393,284.31310021669503
394,1950.6733574834516
395,1293.9519471127742
396,1526.0056168426295
397,920.0496674422277
398,963.5969376852727
399,1111.8451806418589
400,1061.5559714309056
401,1290.3354103154193
402,1916.666005294334
403,1560.5487522609847
404,2080.188518693664
405,1696.4888638125817
406,2006.4543447940914
407,1058.6686951400134
408,2235.7546840403643
409,1811.5081323330678
410,490.7479591890946
411,1791.4254296083243
412,1581.1912894541165
413,747.5572333626341
414,1813.1110133766624
415,1731.5975481951323
416,1030.804684637898
417,868.7058235467655
418,513.6729709328829
419,627.0328343591536
420,1668.0477040605451
421,1695.432180221585
422,1692.2174808461587
423,1956.01630690835
424,1603.6048878772285
425,1536.6915156924267
426,2268.568508358675
427,1099.1606464436927
428,1353.2328794570844
429,2172.696946178393
430,846.2409986451908
431,1225.304210562772
432,1797.67747980112
433,1146.8348020845788
434,1664.5948788054575
435,1841.715884670966
436,1670.890331749001
437,1786.9171666139287
438,866.7987676029882
439,1772.8975054488747
440,1317.3626976569674
441,2206.1675434924578
442,1196.1417420419293
443,1343.7797874318837
444,2398.662551463594
445,1811.3994836165975
446,1907.7809334094748
447,1268.6064237963333
448,1662.9726462502656
449,1997.5841557767112
450,1111.309397412621
451,1491.5517786291473
452,1581.6973069483965
453,1697.6199617409725
454,2173.990784003236
455,2435.0511624493233
456,1877.3901180177122
457,2048.171022337241
458,1492.340570605525
459,2037.4107091500496
460,1948.9618277233865
461,1353.3048226183323
462,1541.7814563701852
463,1794.50742902813
464,1882.0782212735423
465,2411.5064660978205
466,1193.939077655063
467,1866.0344901313679
468,2115.7690064260687
469,932.3726817146957
470,1752.7461028825442
471,1550.428402375383
472,1854.7830423173755
473,1517.5670309821353
474,1065.55946278271
475,1813.6319137384214
476,2185.004105937567
477,2017.3188380536344
478,1892.2729854965382
479,1582.5009817922532
480,1480.1282960626381
481,1739.7499438528557
482,2204.3964822624775
483,1836.1496922338852
484,2144.1059861057533
485,933.4591310406499
486,1543.8650578172208
487,1320.0267309356773
488,1555.4141629807898
489,1034.9305215112859
490,1469.9716207848496
491,1493.203776919297
492,1654.9507806791783
493,1456.2644998368507
494,1014.8237675473919
495,2064.512410828992
496,1940.0916387060063
497,1423.298948371251
498,1537.8374964882962
499,1769.4000315913504
500,1239.3318234654826
501,2420.6594295972986
502,2061.1637656462563
503,1355.3663217309156
504,2373.3765596170683
505,1831.4020575081397
506,1322.8247100216965
507,1629.3373657481186
508,2143.108833984672
509,1718.18808459671
510,1628.9504111936692
511,1768.9535455669857
512,991.368368400762
513,2397.1444989807537
514,1606.6112271079512
515,2323.087350406115
516,2067.32527278249
517,1355.4479555352832
518,2667.119715046658
519,2278.647108114341
520,2122.6151254663287
521,1009.7933583395487
522,1798.6746319222013
523,2136.113886269624
524,1379.1414805615743
525,1333.3022487267901
526,1098.9715002726743
527,1505.690502734032
528,1509.5749311460056
529,1482.3690493947115
530,1341.785483189721
531,2291.4910227485675
532,1455.50245482082
533,1689.6427447723217
534,2134.1939963648556
535,1244.243169733495
536,1144.4535432879666
537,1854.1430790157858
538,1434.163441630794
539,1603.7239508170592
540,1863.0132680331662
541,1915.133069944015
542,1910.5491467605366
543,1881.7359153215293
544,943.3711207815481
545,1936.504867643609
546,1415.024074053024
547,1365.5087739509697
548,1259.5874061041648
549,1397.6706505727127
550,1819.8678352120496
551,2022.2004185866895
552,1426.2606389995374
553,1868.66875767512
554,1277.5807928860654
555,1460.8484230203292
556,1690.4166538812208
557,1880.1136827663372
558,1187.6436247115198
559,1615.793956342387
560,1334.850066944588
561,1768.2094021930443
562,1710.9550110020007
563,1358.3501146936544
564,1668.2114156028122
565,1289.2787267244228
566,1436.485168957491
567,1208.494522049355
568,1800.84753057411
569,2019.075016416136
570,2123.4188003101854
571,2353.314454255611
572,1736.255885716005
573,1907.2302673127583
574,989.7014872431336
575,1972.6702356171563
576,1308.9538775314306
577,1640.5441649596746
578,1926.3696348905287
579,2350.605772374465
580,1543.74599487739
581,1605.8968494689677
582,1059.7849102009254
583,937.4923881274118
584,2049.183057325801
585,1767.8670962410313
586,2023.1975707077706
587,1605.86708373401
588,1921.875008911923
589,1459.910802369163
590,2051.0731814956116
591,2302.325750273153
592,1119.852163345467
593,2484.9087685033905
594,1987.739353494319
595,269.7874215573608
596,1256.7596612831878
597,2124.311772358915
598,1591.2521078698028
599,1114.1520251010768
600,1694.1373707509272
601,1596.7587688369686
602,1463.512456299039
603,1161.0032919244213
604,1543.418571792856
605,1078.2099001397119
606,1596.6843544995743
607,1825.8358650710588
608,1753.773020738583
609,1819.6223410039756
610,1431.6360719375095
611,1863.0811361886638
612,1713.410684136007
613,1032.6683256545043
614,2016.678874752045
615,2132.6800879727152
616,2002.8364206959427
617,1506.0406823202325
618,1863.0876823705603
619,2305.5106839136215
620,1279.3965027184822
621,2050.2462490032995
622,2039.4308819206835
623,2421.065184223556
624,1448.8377613531377
625,1488.6347366032974
626,1368.241053230632
627,939.620638176884
628,1612.8322657141007
629,1989.5325244706662
630,1330.0726664838849
631,1656.3646530896667
632,1811.4887808214705
633,1605.9117323364464
634,1628.9950597961056
635,2320.4828485973208
636,1947.5033067104616
637,1477.1898115120803
638,1167.6530327764765
639,1376.9983476446234
640,1383.100323310942
641,946.3625771447921
642,1539.980629405247
643,1748.9419745387036
644,2075.640138290427
645,1848.9340753981967
646,1905.2061973356379
647,2092.9684534485073
648,1815.7898324520759
649,1561.3524271048414
650,2055.493393136823
651,1260.1827208033178
652,1977.7601762949148
653,1338.2135949948026
654,1460.6549457431045
655,1513.4295938230216
656,1348.0660532657855
657,2036.3986741614895
658,1876.1101914145331
659,1021.491292177906
660,1776.3800964389197
661,2092.983336315986
662,2009.237441012632
663,2056.326833715638
664,2143.4511399366847
665,1559.4771858025092
666,1739.7831253084867
667,1075.1440294390736
668,928.4852645372098
669,2070.3065326058495
670,1880.2820145214266
671,2323.2675977682875
672,2171.0524177589814
673,1827.859935048179
674,2446.459073510684
675,2567.9615741196303
676,1339.6125845378124
677,2365.684578532025
678,1816.2787463064956
679,1170.4836785084333
680,1727.9214799278623
681,1547.6750718918001
682,1878.9974677054254
683,1142.7420135279017
684,1638.6838065248214
685,1654.8168348718689
686,1614.514029739208
687,1787.6166613854334
688,1339.374458658151
689,1487.4767714236332
690,1762.2264894665564
691,1687.6186747952015
692,2420.867789742002
693,1847.5988641320428
694,1086.2118370872458
695,2047.194241306013
696,1090.9824510606736
697,1780.2472767929048
698,1675.3551919926488
699,2253.4950620751247
700,1239.9027585304286
701,1224.4559333172278
702,2195.8537163296314
703,1559.2092941878905
704,1215.8913071863315
705,1884.504128672591
706,1629.233185675767
707,1692.530021063214
708,1709.1839497720202
709,1371.2386779303176
710,2152.0980859418833
711,1510.144595583088
712,2500.847035922029
713,2037.3715175035827
714,1561.0696526227437
715,1724.3793574679016
716,1446.7692303853598
717,1460.705034001323
718,1559.7767595923517
719,1597.3934952399698
720,1306.2600785177633
721,2373.064019400013
722,1521.5556394664607
723,1981.0492900077354
724,1986.1699431558254
725,1249.980096057904
726,1099.590298012728
727,1882.489534651988
728,1531.8790387477416
729,2628.3942896401636
730,1129.028838277327
731,1103.4275309913546
732,924.7369249866593
733,887.5350253367307
734,991.5847829000319
735,989.0661357712036
736,1765.411423107025
737,952.9902195435745
738,2004.3112118771405
739,1864.2038974314723
740,929.604468363634
741,1036.3592767892533
742,1957.7724852708516
743,2517.8554288650002
744,1992.487990351069
745,1868.6478018489074
746,1850.6793402603894
747,1497.4900427531988
748,1324.491591179325
749,1903.3756046357423
750,1811.5036636889492
751,1495.942224535401
752,1460.2828740561338
753,1429.6836985196674
754,972.0801721482035
755,1194.4302122818644
756,1925.982680336079
757,1445.8613754691514
758,1277.2236040665737
759,829.5171845685289
760,2443.5046311772967
761,1184.9051770954159
762,1306.274961385242
763,1716.3574918968145
764,1911.099812857253
765,1484.4972994441837
766,2174.675395907262
767,914.9448438969904
768,2306.329241624957
769,1504.7231163479082
770,1479.8687276582689
771,908.4410308087434
772,1450.772721737164
773,1842.2070192977674
774,2259.195200319515
775,1573.3777840277328
776,1698.7659425368422
777,1659.8174783447544
778,1194.549275221695
779,1320.994117321801
780,1371.045200653093
781,915.5103928611858
782,1359.7044556342275
783,1925.4468971068413
784,1363.5293525762859
785,1979.0698686330516
786,1717.592769897557
787,274.38622760831805
788,1207.0211181689513
789,1767.3164301443148
790,1190.620198207285
791,1288.3262232057778
792,1883.730219563692
793,1990.2766678446076
794,2471.2909447602647
795,1750.9899245200427
796,993.7049785949378
797,2382.053271357224
798,2518.5142832705797
799,1743.1466533587013
800,1290.0377529658429
801,2247.586563686031
802,749.3282945926144
803,1745.4386149504405
804,1898.9405101270522
805,2131.232305736569
806,1883.3134992742848
807,1735.4522108721483
808,1815.4029749684016
809,1477.1005143072073
810,2257.4390219570137
811,1326.3221838792208
812,943.7431924685187
813,1363.678181251074
814,1255.0481315231227
815,1518.4748858983435
816,1216.8289278374975
817,2113.5365763042446
818,1784.8037994319354
819,1273.5326529318247
820,1844.2013235399302
821,1368.8574191337054
822,1723.2482595395109
823,2591.246856639603
824,1512.0901357499272
825,1903.8518563950647
826,2041.399317634375
827,1720.2568031762669
828,2021.7539325623245
829,2097.2696021498878
830,1511.7775955328718
831,1811.1167091344998
832,1412.4939865816234
833,1382.2222341296913
834,1463.6315192388697
835,1067.1668124704229
836,1435.3540710291002
837,1327.497930410048
838,1275.3483627642415
839,1669.952711097835
840,1557.110809873376
841,1553.1370842565293
842,2690.441168385978
843,1896.4104226556517
844,1836.9533670777419
845,1465.476994806244
846,1985.023015624582
847,1195.9482647647046
848,1444.8939890830277
849,951.9138867143943
850,940.9749791174571
851,1715.0477995586778
852,1541.6475105628756
853,949.026610423502
854,1725.2425637816737
855,1603.7239508170592
856,1406.7045511323602
857,1601.759412309854
858,1726.9845799545378
859,1910.369535501384
860,1866.272616011029
861,1743.7122023228967
862,1845.4663672756303
863,959.9655180204392
864,2083.8601385514658
865,1490.37603209832
866,2260.177469573118
867,1761.6014090324456
868,925.0056623126768
869,2107.434600637926
870,1908.703671193162
871,290.17695000335243
872,1485.1223798782944
873,2043.9740537082118
874,1533.1642760999448
875,1434.7141077275107
876,1725.197915179237
877,1510.3339573874257
878,1815.7899295228513
879,2086.7771805773154
880,1578.3784275006183
881,1705.969250396594
882,2032.7970202316135
883,2238.061528499582
884,1806.2053628664871
885,1265.376841553428
886,2174.1098469430667
887,1375.405880824389
888,978.4351565616622
889,1782.2885948280139
890,1560.459455056112
891,1614.9753986310516
892,2060.6726310194545
893,1468.82563998898
894,1603.0988703829485
895,1390.184568230863
896,2086.59858616757
897,271.1864111003705
898,1815.3434434984863
899,1842.2814336351614
900,1316.7673829578143
901,1754.853387505777
902,1638.534977850033
903,1815.566686510669
904,1525.2465906012094
905,1803.7050411300445
906,2050.5820468688107
907,1544.7729127334292
908,1014.1391556433659
909,998.4377304532044
910,1716.4467891016875
911,995.9522915842405
912,1055.7963017165998
913,1391.315666159254
914,915.1532040416939
915,1617.3715402951425
916,1020.3453113820364
917,947.3299635309158
918,1425.6504414329056
919,1014.8832990173072
920,1257.682399066875
921,1290.5288875926442
922,1401.316953105025
923,1542.4660682742112
924,1835.4204317274227
925,1880.5190636629634
926,1376.5518616202585
927,1251.7441349428234
928,1693.7504161964778
929,1274.5149221854272
930,1992.7769895810504
931,1322.958655829006
932,1933.5431770153227
933,1520.7073160201676
934,1482.4732294670634
935,1009.1087464355227
936,1496.5970707044694
937,2460.337154295849
938,1233.378676473952
939,1437.5716182834453
940,1785.696771480665
941,2218.6840350421508
942,1390.020856688596
943,1812.0096811832293
944,1365.5087739509697
945,2343.119690032615
946,2656.240338919636
947,2374.864846364951
948,1765.4560717094616
949,1237.9923653923881
950,1318.3152011756124
951,1714.9585023538048
952,1196.3203364516753
953,2058.1276606805754
954,1176.6600685121462
955,2082.446266140977
956,1625.5273516735392
957,1405.677633276321
958,1026.357989843482
959,1900.0418423204853
960,1949.6166738924549
961,1943.1723922741232
962,1753.609309196316
963,1610.9719072792473
964,1506.806717794944
965,1983.3710173344323
966,1748.6384314583881
967,1422.882228081844
968,1668.8067303019652
969,1745.7511551674959
970,1823.930858033769
971,1476.1182450536046
972,1292.3148316901031
973,1914.4038094375524
974,1609.7068635435471
975,2047.0994558787654
976,975.205574318757
977,2045.1051516366026
978,1076.0816500902397
979,1826.7883685897036
980,1876.4078487641095
981,2036.4879713663624
982,1580.2536688029504
983,1758.729015609032
984,1730.1092614472498
985,1062.8624966458729
986,1586.2961129993537
987,1927.5900300237922
988,2013.3153467018303
989,1363.0531008169633
990,1505.3333139145402
991,1420.3521406104435
992,1765.9472063362628
993,1396.0930666199572
994,889.0337716163543
995,280.5923833469885
996,2136.5173209513414
997,1395.1852117037488
998,930.720683424546
999,1519.8441097063956
1000,1423.224534033857
1001,1736.7172546078484
1002,1282.4772562865992
1003,1632.6860109308545
1004,1992.8514039184445
1005,1114.911051342497
1006,2569.830410337572
1007,1722.132044478599
1008,1653.3285481239861
1009,1642.8807751538504
1010,1499.6778242725863
1011,1684.2849124799443
1012,1487.1952755680584
1013,2233.4704198398854
1014,1644.9346108659283
1015,1557.8400703798384
1016,1012.4425087507797
1017,1368.4109331093407
1018,1306.9893390242257
1019,2187.8764993609807
1020,1349.0929711218246
1021,1425.4271984207232
1022,1884.9654975644346
1023,1970.4824540977688
1024,1617.0292343431295
1025,2320.8995688867276
1026,1906.6349526136053
1027,1299.9050941043045
1028,2229.8164199163125
1029,1441.3816323580247
1030,1681.0404473695603
1031,1830.6579141341983
1032,1536.6915156924267
1033,2110.0986339166357
1034,1826.252585360466
1035,1473.3053831001066
1036,274.9815423074711
1037,1458.8392359106876
1038,1239.971786767072
1039,1368.4406988442984
1040,1734.708067498207
1041,1597.071309054024
1042,1962.0736339722323
1043,1072.6734734375887
1044,1218.1237373081553
1045,2275.060337051944
1046,915.4806271262281
1047,1005.4475610357315
1048,286.0097471092812
1049,1399.441711802693
1050,1744.4414628293591
1051,916.4628963798307
1052,1370.2266429417575
1053,1756.005450860407
1054,2105.112873311229
1055,1565.385684191603
1056,1517.9837512715424
1057,1626.747746806803
1058,1919.4639843803534
1059,1140.3607547312895
1060,1350.253834785173
1061,2042.932252984694
1062,1378.2633913803236
1063,1754.4427497751303
1064,2050.9243528208235
1065,2791.153532615194
1066,2126.8120940953577
1067,1860.9296665861305
1068,297.3653749956254
1069,1629.664788832653
1070,1598.2172898498934
1071,1754.4129840401727
1072,1175.8861594032471
1073,2501.9496517666466
1074,1536.2599125355407
1075,2239.177743560494
1076,1436.4554032225333
1077,945.7077309757238
1078,1608.4120540728893
1079,1436.410754620097
1080,1055.617707306854
1081,1586.3258787343113
1082,1700.1054006099364
1083,1394.7833742818204
1084,942.0614284434114
1085,1262.56397959993
1086,1541.5433304905239
1087,2422.4751394297155
1088,1137.6818385851006
1089,1305.4415208064277
1090,1764.5333339257743
1091,1441.9769470571778
1092,1692.1281836412857
1093,1682.8412743344982
1094,1790.920657965733
1095,1211.2180867979803
1096,988.1536690253356
1097,1878.4914502111453
1098,934.3521030893795
1099,914.7662494872445
1100,2011.4401053994982
1101,1520.2161813933662
1102,2226.3189460587882
1103,1577.5152211868465
1104,1519.0850834649755
1105,973.3749816188614
1106,1416.7802524155254
1107,1244.838484432648
1108,1665.1008962997375
1109,1089.7292395683232
1110,2155.1341909075636
1111,840.2477320207626
1112,1999.9356488383658
1113,1872.0620514602924
1114,1856.3755091376097
1115,1407.2701000965556
1116,1807.2868373191902
1117,1665.1157791672165
1118,1461.4883863219186
1119,1856.2067110840972
1120,1658.0336287593477
1121,1714.555033444524
1122,979.3323053968494
1123,1798.3025602352307
1124,1489.4532943146328
1125,1179.9494272820248
1126,1875.8720655348718
1127,1385.2285733604142
1128,1554.5476783708386
1129,1505.8890877404745
1130,2105.455179263242
1131,1804.9744653694602
1132,1059.9161497138755
1133,1797.2309937767552
1134,2171.445813664357
1135,1499.945715887205
1136,2470.2825122351305
1137,1751.4013593821476
1138,1993.0746469306268
1139,989.5080099659089
1140,1540.530237936436
1141,1783.2157180466786
1142,1483.169595985473
1143,1324.4672638733307
1144,1572.285891184904
1145,1013.1858859225711
1146,1744.367048491965
1147,1885.3226863839263
1148,1820.7756901282578
1149,1648.107195957495
1150,1420.0066595137266
1151,2035.371415371866
1152,1857.3577783912124
1153,1994.0271504492716
1154,2398.915560210734
1155,2027.290359264448
1156,1652.9415935695367
1157,1029.2904119757263
1158,1433.3258581538246
1159,1502.6543977683516
1160,1668.0179383255875
1161,897.1799622830085
1162,944.026798879215
1163,2052.382873833749
1164,1774.9729333937114
1165,1390.4971084479184
1166,1642.0026859725997
1167,1417.926233211395
1168,1381.6120365630593
1169,1459.7024422244597
1170,1637.6568886687824
1171,1933.8408343648991
1172,2135.9098825261535
1173,1013.4843094742976
1174,1711.7586858458571
1175,1155.0799106678483
1176,1728.3977316871847
1177,2047.0696901438077
1178,1419.2656912844893
1179,1490.718338050333
1180,2507.5307270712065
1181,1954.7066145702133
1182,1982.242776524935
1183,1571.8810813820735
1184,1937.0256527767938
1185,1729.484181013139
1186,969.3099089503407
1187,1341.6515373824116
1188,1782.8243780572516
1189,1826.1930538905506
1190,1742.1643841050989
1191,2074.3797519674536
1192,1475.9396506438588
1193,1782.3807190667358
1194,1060.1364315182
1195,1020.6876173340494
1196,1253.687055582982
1197,1550.8726012133764
1198,1308.549116277401
1199,1084.3747062403359
1200,2422.951391189038
1201,971.6932175937541
1202,1293.7584698355492
1203,2188.8587686145834
1204,1882.5991216353011
1205,1986.0796992155786
1206,1692.3067780510316
1207,1841.0908042368553
1208,1757.1703113890399
1209,1078.5670022726847
1210,1583.6469625881227
1211,1207.0062353014723
1212,1620.5118253331748
1213,2003.5373027682415
1214,2181.0750289231573
1215,1558.5246822838644
1216,1511.4352895808588
1217,1446.7692303853598
1218,1647.4349326023712
1219,2113.1347388823165
1220,1606.4458093324056
1221,1932.248367544665
1222,1522.2253685030078
1223,965.7251877347448
1224,1131.5947457862608
1225,1813.4235535937178
1226,1822.9485887801666
1227,1078.8902029291319
1228,2528.589984553745
1229,1384.469547118994
1230,1840.5699038750965
1231,1750.3797269534107
1232,1732.311925834116
1233,1208.0331531575114
1234,1813.4533193286754
1235,1714.9882680887624
1236,1458.55646142859
1237,2040.0449766938018
1238,796.9832362598153
1239,1433.999730088527
1240,1578.8546792599407
1241,1373.6348195944086
1242,1684.225381010029
1243,1349.494808543753
1244,2365.9202430101764
1245,1528.78871306117
1246,1601.670115104981
1247,1514.754169028637
1248,1930.8047293992188
1249,1305.15874632433
1250,1391.9705123283222
1251,1707.1301140599423
1252,1497.1626196686648
1253,2061.1191170438196
1254,1389.4553077244007
1255,1271.9842861953525
1256,2419.1264942469797
1257,1489.081222627662
1258,1189.1914429293176
1259,1441.9769470571778
1260,1425.025360998795
1261,1685.014172986407
1262,1532.71779007558
1263,1899.1637531392346
1264,1586.1621671920443
1265,1748.3258912413328
1266,1815.5964522456263
1267,1347.1733107765506
1268,1909.5966432418916
1269,1331.352593087064
1270,2641.8932546700476
1271,1837.7421590541196
1272,1630.2303377968483
1273,1618.785412705631
1274,896.7877455728226
1275,1728.1893715424812
1276,1858.8758308740526
1277,960.5310669846345
1278,1858.9353623439679
1279,1024.1702083240946
1280,1168.1619511817364
1281,1145.4060468066114
1282,1840.6889668149272
1283,1933.3645826055767
